batch_characters,iteration,model,latency_ns
7,485,dense,429600
7,486,dense,402600
7,486,structured_50,334900
7,487,structured_50,333200
7,487,dense,413600
7,488,dense,419000
7,488,structured_50,331500
7,489,structured_50,330600
7,489,dense,396900
7,490,dense,395400
7,490,structured_50,355800
7,491,structured_50,332000
7,491,dense,404000
7,492,dense,398900
7,492,structured_50,327400
7,493,structured_50,338600
7,493,dense,414400
7,494,dense,410800
7,494,structured_50,330400
7,495,structured_50,323200
7,495,dense,400600
7,496,dense,430700
7,496,structured_50,338200
7,497,structured_50,342700
7,497,dense,1015000
7,498,dense,446500
7,498,structured_50,347700
7,499,structured_50,333900
7,499,dense,423000
7,500,dense,388700
7,500,structured_50,326400
7,501,structured_50,314000
7,501,dense,378300
7,502,dense,388000
7,502,structured_50,342300
7,503,structured_50,316500
7,503,dense,381800
7,504,dense,384900
7,504,structured_50,315900
7,505,structured_50,329700
7,505,dense,398000
7,506,dense,382800
7,506,structured_50,318600
7,507,structured_50,311200
7,507,dense,376400
7,508,dense,414600
7,508,structured_50,342600
7,509,structured_50,310800
7,509,dense,385200
7,510,dense,379900
7,510,structured_50,324600
7,511,structured_50,330400
7,511,dense,817700
7,512,dense,562100
7,512,structured_50,341100
7,513,structured_50,334800
7,513,dense,406300
7,514,dense,423100
7,514,structured_50,329400
7,515,structured_50,320300
7,515,dense,383600
7,516,dense,383500
7,516,structured_50,333700
7,517,structured_50,356100
7,517,dense,434000
7,518,dense,389800
7,518,structured_50,335200
7,519,structured_50,316700
7,519,dense,408300
7,520,dense,389500
7,520,structured_50,320100
7,521,structured_50,312100
7,521,dense,377800
7,522,dense,396500
7,522,structured_50,336200
7,523,structured_50,312600
7,523,dense,387900
7,524,dense,395800
7,524,structured_50,315700
7,525,structured_50,348300
7,525,dense,390800
7,526,dense,721600
7,526,structured_50,681800
7,527,structured_50,354800
7,527,dense,400200
7,528,dense,388800
7,528,structured_50,349800
7,529,structured_50,319700
7,529,dense,387000
7,530,dense,382000
7,530,structured_50,313100
7,531,structured_50,314100
7,531,dense,422200
7,532,dense,418800
7,532,structured_50,336000
7,533,structured_50,310600
7,533,dense,385600
7,534,dense,415200
7,534,structured_50,327500
7,535,structured_50,319900
7,535,dense,491600
7,536,dense,409800
7,536,structured_50,356700
7,537,structured_50,340500
7,537,dense,396800
7,538,dense,403500
7,538,structured_50,324900
7,539,structured_50,374700
7,539,dense,709500
7,540,dense,736700
7,540,structured_50,389200
7,541,structured_50,378900
7,541,dense,418700
7,542,dense,400000
7,542,structured_50,328000
7,543,structured_50,324100
7,543,dense,419300
7,544,dense,403600
7,544,structured_50,323600
7,545,structured_50,320300
7,545,dense,405700
7,546,dense,389900
7,546,structured_50,353700
7,547,structured_50,324200
7,547,dense,391200
7,548,dense,394900
7,548,structured_50,317400
7,549,structured_50,332800
7,549,dense,399500
7,550,dense,389900
7,550,structured_50,326900
7,551,structured_50,316500
7,551,dense,416900
7,552,dense,403800
7,552,structured_50,312000
7,553,structured_50,309300
7,553,dense,378800
7,554,dense,954400
7,554,structured_50,510800
7,555,structured_50,345300
7,555,dense,394400
7,556,dense,395600
7,556,structured_50,353500
7,557,structured_50,323800
7,557,dense,657600
7,558,dense,401400
7,558,structured_50,322200
7,559,structured_50,308400
7,559,dense,414500
7,560,dense,385200
7,560,structured_50,316400
7,561,structured_50,309200
7,561,dense,375500
7,562,dense,393700
7,562,structured_50,333200
7,563,structured_50,323800
7,563,dense,388700
7,564,dense,382700
7,564,structured_50,313200
7,565,structured_50,327200
7,565,dense,386200
7,566,dense,382500
7,566,structured_50,310200
7,567,structured_50,307700
7,567,dense,376200
7,568,dense,655400
7,568,structured_50,603100
7,569,structured_50,389100
7,569,dense,411900
7,570,dense,415000
7,570,structured_50,326600
7,571,structured_50,349400
7,571,dense,400700
7,572,dense,387900
7,572,structured_50,321700
7,573,structured_50,319800
7,573,dense,475500
7,574,dense,420400
7,574,structured_50,326300
7,575,structured_50,318100
7,575,dense,380400
7,576,dense,381000
7,576,structured_50,343200
7,577,structured_50,319000
7,577,dense,382500
7,578,dense,625000
7,578,structured_50,348600
7,579,structured_50,322900
7,579,dense,387000
7,580,dense,402900
7,580,structured_50,336500
7,581,structured_50,317300
7,581,dense,380600
7,582,dense,552400
7,582,structured_50,576400
7,583,structured_50,376200
7,583,dense,414100
7,584,dense,462900
7,584,structured_50,338800
7,585,structured_50,321600
7,585,dense,386400
7,586,dense,383900
7,586,structured_50,346600
7,587,structured_50,317000
7,587,dense,386800
7,588,dense,385800
7,588,structured_50,311100
7,589,structured_50,313000
7,589,dense,412000
7,590,dense,386800
7,590,structured_50,319300
7,591,structured_50,314900
7,591,dense,377500
7,592,dense,404800
7,592,structured_50,316400
7,593,structured_50,314900
7,593,dense,377800
7,594,dense,397600
7,594,structured_50,331200
7,595,structured_50,314100
7,595,dense,379600
7,596,dense,379100
7,596,structured_50,309200
7,597,structured_50,992600
7,597,dense,703200
7,598,dense,471100
7,598,structured_50,370700
7,599,structured_50,351000
7,599,dense,494700
7,600,dense,445800
7,600,structured_50,351500
7,601,structured_50,326300
7,601,dense,389100
7,602,dense,410800
7,602,structured_50,339400
7,603,structured_50,323300
7,603,dense,389800
7,604,dense,385600
7,604,structured_50,316900
7,605,structured_50,344000
7,605,dense,393900
7,606,dense,389400
7,606,structured_50,314500
7,607,structured_50,316100
7,607,dense,388000
7,608,dense,432000
7,608,structured_50,320900
7,609,structured_50,314300
7,609,dense,386200
7,610,dense,387200
7,610,structured_50,431800
7,611,structured_50,761200
7,611,dense,457300
7,612,dense,415500
7,612,structured_50,344400
7,613,structured_50,320100
7,613,dense,392700
7,614,dense,394000
7,614,structured_50,319000
7,615,structured_50,345100
7,615,dense,393200
7,616,dense,387600
7,616,structured_50,315200
7,617,structured_50,317200
7,617,dense,388600
7,618,dense,426200
7,618,structured_50,680300
7,619,structured_50,408300
7,619,dense,460200
7,620,dense,468300
7,620,structured_50,376900
7,621,structured_50,326400
7,621,dense,401200
7,622,dense,413600
7,622,structured_50,342000
7,623,structured_50,324000
7,623,dense,396500
7,624,dense,689300
7,624,structured_50,710900
7,625,structured_50,358100
7,625,dense,406300
7,626,dense,400500
7,626,structured_50,358600
7,627,structured_50,329200
7,627,dense,388400
7,628,dense,384400
7,628,structured_50,322700
7,629,structured_50,314900
7,629,dense,412600
7,630,dense,397100
7,630,structured_50,327700
7,631,structured_50,311900
7,631,dense,380400
7,632,dense,408300
7,632,structured_50,324500
7,633,structured_50,312100
7,633,dense,381100
7,634,dense,378400
7,634,structured_50,316500
7,635,structured_50,332800
7,635,dense,383900
7,636,dense,382600
7,636,structured_50,314200
7,637,structured_50,309300
7,637,dense,375900
7,638,dense,408300
7,638,structured_50,588900
7,639,structured_50,881000
7,639,dense,503500
7,640,dense,413700
7,640,structured_50,347400
7,641,structured_50,322900
7,641,dense,430000
7,642,dense,404700
7,642,structured_50,324700
7,643,structured_50,313700
7,643,dense,388200
7,644,dense,412100
7,644,structured_50,331400
7,645,structured_50,313800
7,645,dense,388400
7,646,dense,383500
7,646,structured_50,317200
7,647,structured_50,345600
7,647,dense,391800
7,648,dense,537600
7,648,structured_50,649200
7,649,structured_50,358900
7,649,dense,389400
7,650,dense,382900
7,650,structured_50,424200
7,651,structured_50,351200
7,651,dense,743700
7,652,dense,878200
7,652,structured_50,675900
7,653,structured_50,641300
7,653,dense,716300
7,654,dense,721200
7,654,structured_50,587800
7,655,structured_50,584300
7,655,dense,686000
7,656,dense,699900
7,656,structured_50,571000
7,657,structured_50,567400
7,657,dense,701900
7,658,dense,674100
7,658,structured_50,574800
7,659,structured_50,599400
7,659,dense,682600
7,660,dense,1245900
7,660,structured_50,486400
7,661,structured_50,364400
7,661,dense,466300
7,662,dense,400700
7,662,structured_50,322600
7,663,structured_50,319600
7,663,dense,377800
7,664,dense,405900
7,664,structured_50,325700
7,665,structured_50,314400
7,665,dense,381800
7,666,dense,414700
7,666,structured_50,314600
7,667,structured_50,339900
7,667,dense,389400
7,668,dense,385400
7,668,structured_50,311800
7,669,structured_50,310900
7,669,dense,393600
7,670,dense,408800
7,670,structured_50,326600
7,671,structured_50,312500
7,671,dense,377200
7,672,dense,377500
7,672,structured_50,343500
7,673,structured_50,315000
7,673,dense,405800
7,674,dense,403100
7,674,structured_50,506900
7,675,structured_50,435100
7,675,dense,407300
7,676,dense,391500
7,676,structured_50,319900
7,677,structured_50,348000
7,677,dense,390900
7,678,dense,387200
7,678,structured_50,313000
7,679,structured_50,313600
7,679,dense,445100
7,680,dense,411500
7,680,structured_50,312700
7,681,structured_50,299100
7,681,dense,362700
7,682,dense,368000
7,682,structured_50,324500
7,683,structured_50,301400
7,683,dense,363900
7,684,dense,364100
7,684,structured_50,299400
7,685,structured_50,300100
7,685,dense,387700
7,686,dense,373500
7,686,structured_50,302600
7,687,structured_50,295600
7,687,dense,359900
7,688,dense,360000
7,688,structured_50,324800
7,689,structured_50,311900
7,689,dense,396700
7,690,dense,570000
7,690,structured_50,480500
7,691,structured_50,359900
7,691,dense,413900
7,692,dense,386400
7,692,structured_50,307800
7,693,structured_50,306500
7,693,dense,397800
7,694,dense,379000
7,694,structured_50,317600
7,695,structured_50,314500
7,695,dense,374900
7,696,dense,426600
7,696,structured_50,373900
7,697,structured_50,357500
7,697,dense,447700
7,698,dense,448200
7,698,structured_50,395500
7,699,structured_50,380200
7,699,dense,460200
7,700,dense,469000
7,700,structured_50,409200
7,701,structured_50,689800
7,701,dense,520200
7,702,dense,506300
7,702,structured_50,421000
7,703,structured_50,393300
7,703,dense,800000
7,704,dense,503900
7,704,structured_50,384600
7,705,structured_50,370300
7,705,dense,497400
7,706,dense,458700
7,706,structured_50,374300
7,707,structured_50,365900
7,707,dense,474400
7,708,dense,470700
7,708,structured_50,367400
7,709,structured_50,361000
7,709,dense,446900
7,710,dense,473300
7,710,structured_50,380200
7,711,structured_50,360400
7,711,dense,443200
7,712,dense,452400
7,712,structured_50,398700
7,713,structured_50,383600
7,713,dense,438300
7,714,dense,468500
7,714,structured_50,385600
7,715,structured_50,399500
7,715,dense,451600
7,716,dense,682100
7,716,structured_50,446200
7,717,structured_50,423500
7,717,dense,471900
7,718,dense,577400
7,718,structured_50,383200
7,719,structured_50,359600
7,719,dense,463500
7,720,dense,423200
7,720,structured_50,344300
7,721,structured_50,346000
7,721,dense,400300
7,722,dense,438800
7,722,structured_50,325900
7,723,structured_50,322500
7,723,dense,387900
7,724,dense,400200
7,724,structured_50,332600
7,725,structured_50,312500
7,725,dense,381700
7,726,dense,388000
7,726,structured_50,332100
7,727,structured_50,334300
7,727,dense,388000
7,728,dense,384000
7,728,structured_50,314600
7,729,structured_50,351000
7,729,dense,412300
7,730,dense,703700
7,730,structured_50,368900
7,731,structured_50,325400
7,731,dense,387300
7,732,dense,403800
7,732,structured_50,311000
7,733,structured_50,301000
7,733,dense,368100
7,734,dense,367500
7,734,structured_50,299100
7,735,structured_50,322500
7,735,dense,371400
7,736,dense,368000
7,736,structured_50,302400
7,737,structured_50,299900
7,737,dense,362600
7,738,dense,389400
7,738,structured_50,307500
7,739,structured_50,296600
7,739,dense,366600
7,740,dense,383400
7,740,structured_50,321300
7,741,structured_50,350500
7,741,dense,404200
7,742,dense,386600
7,742,structured_50,310900
7,743,structured_50,309800
7,743,dense,419000
7,744,dense,419500
7,744,structured_50,371200
7,745,structured_50,394000
7,745,dense,535200
7,746,dense,527100
7,746,structured_50,417400
7,747,structured_50,375100
7,747,dense,463400
7,748,dense,476900
7,748,structured_50,389700
7,749,structured_50,369400
7,749,dense,447900
7,750,dense,466500
7,750,structured_50,433600
7,751,structured_50,419500
7,751,dense,500400
7,752,dense,490000
7,752,structured_50,399800
7,753,structured_50,428400
7,753,dense,485200
7,754,dense,489700
7,754,structured_50,413900
7,755,structured_50,431900
7,755,dense,491500
7,756,dense,490700
7,756,structured_50,397000
7,757,structured_50,393200
7,757,dense,769300
7,758,dense,560200
7,758,structured_50,528900
7,759,structured_50,431900
7,759,dense,515900
7,760,dense,495700
7,760,structured_50,404400
7,761,structured_50,403700
7,761,dense,524600
7,762,dense,495000
7,762,structured_50,401600
7,763,structured_50,399800
7,763,dense,512200
7,764,dense,507900
7,764,structured_50,410600
7,765,structured_50,396100
7,765,dense,503000
7,766,dense,512400
7,766,structured_50,410100
7,767,structured_50,397800
7,767,dense,483400
7,768,dense,502000
7,768,structured_50,403900
7,769,structured_50,905100
7,769,dense,624000
7,770,dense,530100
7,770,structured_50,563000
7,771,structured_50,409200
7,771,dense,462300
7,772,dense,496600
7,772,structured_50,386500
7,773,structured_50,367700
7,773,dense,447700
7,774,dense,433300
7,774,structured_50,384300
7,775,structured_50,361200
7,775,dense,432800
7,776,dense,432900
7,776,structured_50,355300
7,777,structured_50,394100
7,777,dense,441500
7,778,dense,427100
7,778,structured_50,350600
7,779,structured_50,341100
7,779,dense,441800
7,780,dense,417600
7,780,structured_50,338000
7,781,structured_50,339300
7,781,dense,431700
7,782,dense,679900
7,782,structured_50,373600
7,783,structured_50,348900
7,783,dense,423600
7,784,dense,476900
7,784,structured_50,388500
7,785,structured_50,358800
7,785,dense,417800
7,786,dense,398000
7,786,structured_50,356600
7,787,structured_50,327900
7,787,dense,410000
7,788,dense,398600
7,788,structured_50,325900
7,789,structured_50,320800
7,789,dense,415300
7,790,dense,395500
7,790,structured_50,320700
7,791,structured_50,317900
7,791,dense,384600
7,792,dense,414900
7,792,structured_50,334900
7,793,structured_50,322400
7,793,dense,387700
7,794,dense,392200
7,794,structured_50,319300
7,795,structured_50,349400
7,795,dense,396800
7,796,dense,393800
7,796,structured_50,680700
7,797,structured_50,349500
7,797,dense,415200
7,798,dense,405500
7,798,structured_50,450700
7,799,structured_50,344300
7,799,dense,397600
7,800,dense,392000
7,800,structured_50,327500
7,801,structured_50,323000
7,801,dense,426000
7,802,dense,397900
7,802,structured_50,324100
7,803,structured_50,322000
7,803,dense,386000
7,804,dense,416500
7,804,structured_50,326500
7,805,structured_50,323600
7,805,dense,386600
7,806,dense,389900
7,806,structured_50,330300
7,807,structured_50,349700
7,807,dense,401400
7,808,dense,411400
7,808,structured_50,538400
7,809,structured_50,445600
7,809,dense,577400
7,810,dense,723500
7,810,structured_50,446500
7,811,structured_50,446400
7,811,dense,413400
7,812,dense,388600
7,812,structured_50,324200
7,813,structured_50,312100
7,813,dense,410300
7,814,dense,394300
7,814,structured_50,323600
7,815,structured_50,317200
7,815,dense,379800
7,816,dense,383900
7,816,structured_50,345600
7,817,structured_50,321900
7,817,dense,381500
7,818,dense,384900
7,818,structured_50,311200
7,819,structured_50,322300
7,819,dense,401300
7,820,dense,384500
7,820,structured_50,386900
7,821,structured_50,332600
7,821,dense,410000
7,822,dense,411800
7,822,structured_50,320700
7,823,structured_50,316600
7,823,dense,660400
7,824,dense,724600
7,824,structured_50,363300
7,825,structured_50,333200
7,825,dense,405700
7,826,dense,422000
7,826,structured_50,333200
7,827,structured_50,317000
7,827,dense,384900
7,828,dense,488700
7,828,structured_50,350700
7,829,structured_50,337800
7,829,dense,394800
7,830,dense,387100
7,830,structured_50,316500
7,831,structured_50,313000
7,831,dense,405500
7,832,dense,395100
7,832,structured_50,322400
7,833,structured_50,315900
7,833,dense,386300
7,834,dense,385900
7,834,structured_50,341000
7,835,structured_50,317500
7,835,dense,389500
7,836,dense,380500
7,836,structured_50,313900
7,837,structured_50,322000
7,837,dense,402100
7,838,dense,828000
7,838,structured_50,700400
7,839,structured_50,353600
7,839,dense,405200
